customer_id,full_name,gender,city,occupation,province,date_of_birth,monthly_income_pkr,onboard_date,credit_score
C102751,Shahid Qureshi,Female,Lahore,Salaried - Private,Punjab,1989-02-08,78700.0,2023-07-16,632.0
C109703,Adnan Khan,F,Multan,Self Employed,Punjab,2006-11-05,172900.0,2022-05-01,628.0
C100188,Sana Baloch,M,Karachi,Retired,Sindh,1990-06-12,83400.0,2023-09-30,624.0
C107238,Shahid Shaikh,M,Peshawar,Business Owner,Khyber Pakhtunkhwa,1992-03-02,385200.0,09/11/2025,857.0
C106661,Sadia Khan,M,Lahore,Salaried - Private,Punjab,2000-01-25,,2024-06-07,743.0
C103013,Tariq Gul,F,karachi,Business Owner,Sindh,1994-12-14,142300.0,2024-06-29,593.0
C108680,Nida Durrani,M,Faisalabad,Salaried - Government,Punjab,2000-09-05,58700.0,2022-04-06,598.0
C109646,Farah Raza,F,Multan,Salaried - Government,Punjab,1985-11-04,76500.0,2022-06-09,565.0
C111822,Adnan Baloch,F,Karachi,Salaried - Private,Sindh,2007-05-05,46800.0,08/05/2024,716.0
C106342,Komal Hussain,M,Sialkot,Salaried - Private,Punjab,1988-04-18,161400.0,2024-04-12,603.0
C107270,Ayesha Malik,F,Lahore,Student,Punjab,1999-01-13,15000.0,2024-02-28,704.0
C105521,Sana Qureshi,M,Lahore,Salaried - Private,Punjab,1978-10-16,201500.0,2025-05-21,618.0
C106200,Hina Abbasi,M,LHR,Business Owner,Punjab,1993-09-27,192700.0,25/04/2025,727.0
C101470,Hina Abbasi,F,Faisalabad,Freelancer,Punjab,1981-12-02,123500.0,2023-06-19,708.0
C102974,Shahid Baloch,M,Sialkot,Salaried - Government,Punjab,1986-06-16,50700.0,2024-07-17,776.0
C110881,Shahid Raza,F,lahore,Salaried - Government,Punjab,1974-08-27,64600.0,2022-12-07,732.0
C110000,Nida Butt,Male,Rawalpindi,Student,Punjab,1984-05-30,,2022-12-31,731.0
C100200,Komal Raza,M,Lahore,Salaried - Private,Punjab,1988-01-01,149400.0,2022-09-28,475.0
C108643,Usman Baloch,M,Faisalabad,Salaried - Government,Punjab,1999-05-10,53500.0,2025-07-30,648.0
C106273,Rabia Khan,F,Sialkot,Salaried - Private,Punjab,1976-07-07,94500.0,2025-01-18,493.0
C110697,Shahid Chaudhry,Male,Lahore,Salaried - Private,Punjab,1993-12-09,131700.0,24/01/2024,609.0
C105971,Ahmed Shaikh,M,Karachi ,Business Owner,Sindh,1963-03-02,241000.0,2025-09-08,561.0
C110174,Maryam Khan,Female,Hyderabad,Salaried - Private,Sindh,1977-03-12,41000.0,14/06/2024,692.0
C105234,Komal Gul,F,Lahore,Self Employed,Punjab,1983-09-30,167500.0,2023-10-06,697.0
C110082,Sana Abbasi,M,Faisalabad,Salaried - Private,Punjab,1982-02-19,67900.0,12/11/2022,766.0
C108681,Shahid Butt,M,Rawalpindi,Salaried - Private,Punjab,1987-04-17,142800.0,29/05/2022,831.0
C110673,Tariq Chaudhry,M,ISB,Self Employed,Islamabad,1993-10-02,170400.0,07/10/2024,619.0
C104093,Kamran Butt,F,Quetta,Salaried - Private,Balochistan,1967-12-31,60100.0,2023-12-14,
C106398,Maryam Baloch,F,Rawalpindi,Salaried - Government,Punjab,1980-06-06,,05/11/2023,625.0
C103313,Nida Butt,M,Islamabad,Business Owner,Islamabad,1978-10-16,309900.0,2025-06-07,865.0
C100170,Maryam Abbasi,F,Lahore,Salaried - Private,Punjab,1980-08-18,161600.0,2024-12-01,637.0
C106985,Maryam Malik,Male,LHR,Self Employed,Punjab,1999-02-10,138600.0,2025-01-05,587.0
C107310,Hina Hussain,F,Lahore,Freelancer,Punjab,2007-10-19,163000.0,30/11/2022,574.0
C108846,Maryam Durrani,M,Karachi,Self Employed,Sindh,2007-01-13,96000.0,06/03/2024,780.0
C106549,Ayesha Baloch,M,Lahore,Salaried - Private,Punjab,1991-07-25,194800.0,2025-10-24,540.0
C109392,Nida Ansari,M,Lahore,Salaried - Government,Punjab,1975-08-05,173400.0,09/05/2022,752.0
C111439,Tariq Raza,F,Dera Ismail Khan,Freelancer,Khyber Pakhtunkhwa,1977-07-20,340300.0,2022-03-08,
C109963,Fahad Abbasi,Male,Faisalabad,Salaried - Private,Punjab,1984-07-14,50500.0,2022-06-11,573.0
C103224,Usman Raza,M,Karachi,Salaried - Government,Sindh,2000-12-14,33500.0,2025-06-25,605.0
C103855,Fahad Khan,M,Karachi,Student,Sindh,1996-12-22,16000.0,26/01/2024,669.0
C104344,Noman Iqbal,Male,Karachi,Salaried - Government,Sindh,1974-05-15,62900.0,30/06/2023,582.0
C106076,Sana Iqbal,M,KARACHI,Salaried - Private,Sindh,1978-01-03,78600.0,2023-08-01,629.0
C109836,Farah Iqbal,F,Karachi,Business Owner,Sindh,2003-07-07,379800.0,18/06/2024,595.0
C108245,Imran Abbasi,F,Multan,Freelancer,Punjab,1992-11-10,61200.0,2024-07-05,559.0
C108875,Kamran Ansari,M,Karachi ,Salaried - Private,Sindh,1978-10-02,102600.0,2025-02-01,550.0
C103550,Fahad Qureshi,M,Karachi,Salaried - Government,Sindh,1991-03-26,119600.0,17/03/2024,627.0
C105412,Hina Ansari,M,Lahore,Retired,Punjab,1994-01-25,67000.0,2023-02-20,517.0
C109696,Hina Butt,M,Peshawar,Salaried - Private,Khyber Pakhtunkhwa,1974-09-06,206600.0,2022-04-27,738.0
C102800,Imran Iqbal,M,Peshawar,Salaried - Private,Khyber Pakhtunkhwa,1973-05-23,112600.0,25/10/2025,498.0
C111562,Sadia Hussain,M,Lahore,Salaried - Government,Punjab,1974-11-12,82600.0,2022-09-22,725.0
C103351,Sadia Chaudhry,M,DI Khan,Self Employed,Khyber Pakhtunkhwa,1976-12-30,121700.0,2023-12-11,799.0
C102333,Zara Khan,Male,Lahore,Business Owner,Punjab,1972-03-17,684600.0,27/07/2025,742.0
C100553,Ahmed Abbasi,F,Faisalabad,Business Owner,Punjab,1987-11-10,,08/06/2024,746.0
C111713,Rabia Baloch,F,Hyderabad,Salaried - Private,Sindh,2007-08-10,,19/07/2023,561.0
C109784,Ahmed Durrani,Male,Faisalabad,Retired,Punjab,1987-12-25,,2024-05-31,602.0
C102044,Ayesha Iqbal,M,Karachi,Salaried - Private,Sindh,1988-02-15,124600.0,2023-06-22,519.0
C110690,Ahmed Butt,M,LHR,Salaried - Government,Punjab,2003-05-03,48000.0,20/06/2023,754.0
C100671,Adnan Chaudhry,M,Quetta,Student,Balochistan,1994-04-15,,2025-06-06,584.0
C106094,Usman Qureshi,M,Rawalpindi,Salaried - Private,Punjab,1991-01-28,89800.0,2023-11-08,674.0
C100434,Fahad Hussain,Female,Rawalpindi,Business Owner,Punjab,1982-11-27,346900.0,20/07/2022,
C107414,Kamran Iqbal,M,Sialkot,Salaried - Private,Punjab,1967-07-04,53600.0,30/07/2022,589.0
C108032,Imran Durrani,Male,islamabad,Self Employed,Islamabad,1993-09-03,78600.0,2025-08-28,421.0
C106658,Maryam Gul,M,islamabad,Salaried - Government,Islamabad,1988-02-04,121800.0,2022-09-18,552.0
C109566,Kamran Hussain,M,Sialkot,Self Employed,Punjab,1987-09-10,131600.0,05/12/2022,734.0
C108164,Zara Baloch,F,Karachi,Salaried - Private,Sindh,1974-04-24,95100.0,2024-04-01,564.0
C103255,Komal Ansari,M,Karachi ,Freelancer,Sindh,1987-10-05,203600.0,30/05/2024,756.0
C104613,Imran Durrani,F,Karachi,Salaried - Private,Sindh,1978-07-10,188700.0,2024-05-29,642.0
C110521,Adnan Baloch,M,KARACHI,Business Owner,Sindh,1997-04-17,289000.0,2023-07-17,576.0
C102599,Shahid Durrani,F,peshawar,Salaried - Private,Khyber Pakhtunkhwa,1985-01-31,100100.0,2022-03-04,648.0
C109509,Noman Qureshi,F,Rawalpindi,Business Owner,Punjab,2006-06-21,215500.0,2024-07-10,777.0
C111983,Rabia Iqbal,M,KARACHI,Freelancer,Sindh,2005-09-05,90500.0,2022-06-15,739.0
C100936,Imran Iqbal,M,Faisalabad,Salaried - Private,Punjab,1984-05-15,,2024-05-11,579.0
C105628,Adnan Ansari,M,islamabad,Self Employed,Islamabad,2001-08-26,55900.0,2024-03-29,440.0
C103638,Bilal Khan,F,Karachi,Freelancer,Sindh,1993-06-21,126700.0,17/08/2023,
C106515,Farah Chaudhry,M,Islamabad,Salaried - Private,Islamabad,1971-02-07,71500.0,2024-11-22,627.0
C106000,Ahmed Baloch,M,Karachi ,Self Employed,Sindh,2007-03-15,88900.0,30/05/2024,539.0
C111423,Farah Khan,F, Karachi ,Student,Sindh,2007-09-03,23300.0,2023-02-22,730.0
C103546,Nida Baloch,M,Rawalpindi,Self Employed,Punjab,1996-02-03,112200.0,13/03/2022,644.0
C109689,Ayesha Shaikh,F,Peshawar,Business Owner,Khyber Pakhtunkhwa,1965-04-16,204400.0,2023-05-22,643.0
C100430,Nida Malik,M,Islamabad,Salaried - Private,Islamabad,1982-02-26,77700.0,2023-11-11,624.0
C107682,Zara Durrani,M,ISB,Salaried - Private,Islamabad,1993-05-20,122200.0,2023-01-05,673.0
C103400,Hina Khan,F,Karachi,Self Employed,Sindh,1979-09-12,150100.0,2022-01-24,636.0
C111548,Usman Baloch,Female,Quetta,Freelancer,Balochistan,1982-02-10,164000.0,2023-12-08,699.0
C108061,Shahid Khan,F,Multan,Business Owner,Punjab,2003-03-24,78800.0,2022-09-20,555.0
C101335,Rabia Ansari,F,Dera Ismail Khan,Salaried - Private,Khyber Pakhtunkhwa,2002-09-27,57600.0,14/04/2022,771.0
C107065,Tariq Ansari,M,Karachi,Salaried - Private,Sindh,1994-10-11,83000.0,2023-08-24,696.0
C106299,Farah Ansari,F,Rawalpindi,Salaried - Private,Punjab,1995-01-28,72100.0,2024-07-21,702.0
C106488,Bilal Butt,Female,Dera Ismail Khan,Self Employed,Khyber Pakhtunkhwa,1952-03-28,97900.0,2023-02-06,550.0
C100795,Komal Baloch,M,Quetta,Salaried - Private,Balochistan,1984-03-08,113100.0,23/01/2025,707.0
C103570,Fahad Iqbal,M,Karachi,Business Owner,Sindh,1973-01-16,76800.0,2024-02-14,558.0
C100874,Sadia Hussain,M,Faisalabad,Salaried - Government,Punjab,1992-12-24,56200.0,2023-08-07,736.0
C111788,Bilal Khan,Male,Hyderabad,Retired,Sindh,1985-12-17,91600.0,2025-09-11,676.0
C101226,Sadia Butt,M,Multan,Student,Punjab,1996-08-25,15000.0,2023-05-11,603.0
C101528,Nida Raza,Male,peshawar,Salaried - Private,Khyber Pakhtunkhwa,1986-11-19,89400.0,2024-08-20,617.0
C109507,Kamran Iqbal,M,Sialkot,Self Employed,Punjab,1984-05-08,129100.0,25/09/2024,668.0
C110144,Bilal Chaudhry,Male,Lahore,Salaried - Private,Punjab,1995-10-06,71300.0,2023-05-13,693.0
C111049,Maryam Gul,M,Rawalpindi,Student,Punjab,1964-11-23,24600.0,2025-06-25,657.0
C101201,Zara Qureshi,M,Lahore ,Salaried - Government,Punjab,2001-01-23,109200.0,2024-06-01,738.0
C100789,Tariq Shaikh,M,KARACHI,Salaried - Private,Sindh,1992-06-28,,2023-06-09,810.0
C105529,Sana Durrani,M,Islamabad,Salaried - Government,Islamabad,1975-05-05,156900.0,2024-04-12,645.0
C106221,Bilal Raza,M,Karachi,Business Owner,Sindh,1966-06-11,581900.0,2023-06-13,723.0
C109462,Usman Ansari,M,Peshawar,Self Employed,Khyber Pakhtunkhwa,1989-07-13,154500.0,2025-04-13,687.0
C103458,Farah Gul,M,islamabad,Business Owner,Islamabad,1999-08-18,581400.0,15/08/2024,706.0
C107832,Bilal Raza,M,KARACHI,Self Employed,Sindh,1978-08-29,280600.0,2022-09-25,719.0
C104669,Komal Raza,M,Karachi,Salaried - Private,Sindh,2005-07-18,53600.0,23/09/2025,646.0
C100780,Maryam Malik,Male,peshawar,Self Employed,Khyber Pakhtunkhwa,1983-08-29,120300.0,2023-07-15,816.0
C109546,Kamran Gul,F,peshawar,Self Employed,Khyber Pakhtunkhwa,2007-10-13,65700.0,2023-03-04,726.0
C104444,Ayesha Butt,Male,Lahore,Business Owner,Punjab,1977-07-29,296500.0,2023-11-09,736.0
C111450,Ahmed Baloch,M,islamabad,Salaried - Government,Islamabad,1996-11-16,72800.0,18/08/2022,697.0
C103030,Sadia Khan,M,Multan,Self Employed,Punjab,2005-06-16,61400.0,2022-01-27,701.0
C110684,Sadia Khan,M,LHR,Salaried - Private,Punjab,1990-11-04,53400.0,03/10/2024,589.0
C101234,Fahad Qureshi,M,Quetta,Student,Balochistan,1981-04-20,24000.0,2022-10-19,517.0
C103576,Hina Durrani,M,Karachi,Salaried - Private,Sindh,1960-05-25,94600.0,01/10/2022,729.0
C102982,Maryam Shaikh,F,Hyderabad,Self Employed,Sindh,1990-11-20,71600.0,12/09/2025,579.0
C100104,Ayesha Ansari,M,Lahore,Business Owner,Punjab,1977-01-22,401600.0,11/12/2024,615.0
C106818,Sana Butt,Female, Karachi ,Salaried - Private,Sindh,1999-07-06,74500.0,2025-02-18,695.0
C111085,Zara Khan,M,Karachi,Salaried - Private,Sindh,1997-12-11,59900.0,2023-07-24,794.0
C100729,Usman Malik,M, Karachi ,Salaried - Government,Sindh,1988-04-11,33200.0,01/01/2023,564.0
C106337,Ayesha Durrani,F,Hyderabad,Salaried - Government,Sindh,1994-03-27,45900.0,2025-09-06,585.0
C102859,Zara Raza,M,Islamabad,Salaried - Government,Islamabad,1988-10-12,64700.0,2024-07-18,746.0
C100261,Kamran Butt,M,Karachi,Self Employed,Sindh,1980-07-05,112100.0,06/06/2022,600.0
C109365,Nida Baloch,Female,Karachi,Self Employed,Sindh,1986-04-27,160900.0,30/12/2022,585.0
C106869,Shahid Qureshi,M,Lahore,Retired,Punjab,1987-09-14,60400.0,2024-05-03,643.0
C110869,Shahid Abbasi,M,Karachi ,Self Employed,Sindh,1999-03-25,110600.0,08/07/2025,549.0
C102366,Ayesha Gul,M,Faisalabad,Retired,Punjab,1979-01-25,52200.0,2024-12-29,670.0
C108706,Farah Khan,F,Quetta,Salaried - Private,Balochistan,1984-05-26,137000.0,2025-06-16,852.0
C111267,Ahmed Shaikh,M,Peshawar,Business Owner,Khyber Pakhtunkhwa,2007-09-24,58500.0,2023-06-08,638.0
C111578,Usman Gul,M,Lahore,Self Employed,Punjab,2007-04-14,61900.0,26/09/2024,492.0
C100987,Shahid Abbasi,Male,Karachi,Freelancer,Sindh,1993-03-09,124100.0,2022-03-13,724.0
C102646,Rabia Shaikh,Female,Lahore,Salaried - Private,Punjab,1978-06-20,192100.0,2023-08-13,714.0
C101147,Sana Ansari,Female,karachi,Business Owner,Sindh,1991-05-17,203500.0,2022-12-28,709.0
C106479,Sadia Qureshi,Male,peshawar,Salaried - Government,Khyber Pakhtunkhwa,2001-10-09,79100.0,28/04/2025,781.0
C104047,Bilal Chaudhry,M,Karachi,Salaried - Government,Sindh,1985-02-09,99000.0,28/03/2024,549.0
C109243,Nida Shaikh,M,lahore,Salaried - Private,Punjab,1978-12-27,73800.0,2022-03-26,590.0
C102092,Noman Khan,Female,lahore,Salaried - Private,Punjab,1980-08-03,175200.0,11/12/2023,850.0
C100532,Komal Chaudhry,M,KARACHI,Self Employed,Sindh,1998-02-20,85900.0,01/04/2025,
C105394,Bilal Iqbal,M,Lahore,Student,Punjab,1990-08-24,21000.0,31/03/2023,602.0
C105201,Fahad Gul,Female,Karachi,Student,Sindh,2004-01-04,15000.0,2024-01-07,781.0
C107900,Zara Malik,M,Karachi,Salaried - Private,Sindh,1984-11-26,76800.0,26/03/2025,757.0
C108475,Noman Qureshi,F,Dera Ismail Khan,Salaried - Government,Khyber Pakhtunkhwa,1971-02-17,123700.0,24/09/2022,563.0
C103682,Imran Baloch,Female,Peshawar,Business Owner,Khyber Pakhtunkhwa,1985-06-22,203500.0,2025-02-08,586.0
C104357,Hina Durrani,M,Islamabad,Business Owner,Islamabad,1972-01-04,274400.0,19/03/2025,
C100371,Bilal Chaudhry,F,Faisalabad,Salaried - Private,Punjab,1987-08-03,102400.0,2024-02-15,626.0
C105608,Hina Ansari,M,Islamabad,Salaried - Government,Islamabad,1990-11-24,,06/04/2022,669.0
C110665,Sadia Baloch,M,Lahore,Business Owner,Punjab,1977-03-23,107600.0,03/11/2024,
C100267,Ayesha Khan,M,Rawalpindi,Salaried - Government,Punjab,2000-08-01,54600.0,09/09/2025,702.0
C105185,Sana Khan,M,Lahore,Retired,Punjab,1976-09-01,20200.0,04/10/2022,698.0
C101787,Noman Butt,M,Multan,Salaried - Private,Punjab,1985-07-11,117600.0,2023-02-24,592.0
C111122,Noman Iqbal,M,Multan,Business Owner,Punjab,1986-03-07,,2023-06-03,652.0
C100994,Tariq Abbasi,F,Islamabad,Salaried - Private,Islamabad,2007-02-18,57500.0,2022-01-06,621.0
C104986,Fahad Baloch,Male,Lahore,Business Owner,Punjab,1991-09-04,339200.0,2024-04-06,632.0
C101682,Maryam Hussain,F,Peshawar,Self Employed,Khyber Pakhtunkhwa,1983-08-25,99000.0,29/11/2025,692.0
C107917,Sana Butt,F,Islamabad,Salaried - Government,Islamabad,1995-01-07,62400.0,2023-12-12,611.0
C110128,Sana Abbasi,F,Islamabad,Student,Islamabad,1993-03-16,15000.0,2024-05-28,534.0
C101599,Komal Ansari,F,Rawalpindi,Salaried - Private,Punjab,1992-07-28,110400.0,2024-08-06,720.0
C100748,Tariq Butt,F,peshawar,Salaried - Government,Khyber Pakhtunkhwa,1994-08-25,93100.0,2022-03-27,712.0
C101832,Sadia Gul,Male,LHR,Freelancer,Punjab,1991-06-29,116300.0,2023-03-21,778.0
C102105,Bilal Gul,F, Karachi ,Business Owner,Sindh,1985-05-16,206900.0,2022-06-06,606.0
C109657,Hina Butt,M,Faisalabad,Salaried - Private,Punjab,1959-04-07,166500.0,2025-10-28,587.0
C107511,Ayesha Hussain,M,Sialkot,Salaried - Private,Punjab,1978-08-30,58300.0,2025-05-07,723.0
C103205,Fahad Qureshi,M,Lahore,Salaried - Government,Punjab,1991-01-15,25300.0,2022-11-11,756.0
C100687,Nida Qureshi,Female,Lahore ,Self Employed,Punjab,1983-09-12,103200.0,2022-05-05,
C104279,Adnan Gul,F,Lahore ,Business Owner,Punjab,1990-08-29,113200.0,23/11/2025,577.0
C108729,Sana Qureshi,Male,Karachi,Salaried - Government,Sindh,1976-05-31,105100.0,2022-05-11,684.0
C102370,Sadia Raza,M,Hyderabad,Salaried - Government,Sindh,1982-08-21,107400.0,18/02/2023,686.0
C108621,Sadia Butt,M,LHR,Salaried - Private,Punjab,1983-01-10,129500.0,2022-03-26,600.0
C104609,Adnan Iqbal,F,Faisalabad,Salaried - Private,Punjab,2000-04-17,120200.0,04/12/2023,722.0
C110941,Hina Baloch,F,Karachi ,Salaried - Private,Sindh,1992-08-27,57000.0,2022-06-25,637.0
C103203,Sana Gul,F,Faisalabad,Salaried - Government,Punjab,1986-06-18,69600.0,2023-08-05,642.0
C105523,Noman Baloch,M,Sialkot,Retired,Punjab,1996-08-26,51800.0,2023-10-22,640.0
C102505,Sadia Raza,M,Multan,Freelancer,Punjab,1997-08-19,65100.0,2022-05-06,709.0
C110210,Sadia Baloch,F,Karachi,Salaried - Government,Sindh,1965-08-25,57000.0,2022-08-01,800.0
C101556,Hina Qureshi,M,Multan,Salaried - Government,Punjab,2002-06-07,51000.0,2023-11-16,754.0
C110657,Farah Malik,F,Karachi,Salaried - Private,Sindh,1998-11-05,112000.0,2025-10-16,683.0
C103731,Rabia Chaudhry,M,Karachi,Salaried - Private,Sindh,2004-12-17,31900.0,18/01/2023,658.0
C101931,Shahid Khan,Male,Islamabad,Salaried - Private,Islamabad,1998-03-09,54900.0,2025-01-02,722.0
C110196,Hina Iqbal,M,Faisalabad,Salaried - Private,Punjab,1987-06-05,80500.0,2023-10-20,857.0
C110043,Rabia Iqbal,M,Lahore ,Self Employed,Punjab,1964-05-18,265100.0,2022-02-15,588.0
C102752,Sadia Durrani,M,Lahore,Self Employed,Punjab,1978-08-17,,2025-05-27,540.0
C109391,Maryam Chaudhry,M,Lahore,Business Owner,Punjab,1982-04-04,191500.0,31/12/2023,769.0
C105979,Sadia Iqbal,F, Karachi ,Salaried - Private,Sindh,1987-09-15,66200.0,2024-03-14,671.0
C111594,Kamran Shaikh,M,Karachi,Self Employed,Sindh,1997-08-22,132200.0,2023-07-02,805.0
C107557,Imran Abbasi,M,Dera Ismail Khan,Self Employed,Khyber Pakhtunkhwa,1991-05-27,66800.0,2023-08-17,656.0
C111272,Hina Gul,F,ISB,Salaried - Government,Islamabad,1976-10-26,70100.0,2025-10-21,632.0
C104292,Nida Khan,F,Multan,Self Employed,Punjab,1993-04-10,,23/02/2023,630.0
C104593,Tariq Ansari,M,Hyderabad,Business Owner,Sindh,1977-01-31,242200.0,2023-07-29,752.0
C110201,Usman Baloch,M,Peshawar,Student,Khyber Pakhtunkhwa,1950-03-20,35700.0,2025-01-27,693.0
C108204,Hina Raza,Male,karachi,Business Owner,Sindh,1988-05-23,314200.0,2025-09-13,710.0
C102728,Sadia Qureshi,Male,Islamabad,Salaried - Private,Islamabad,1994-07-12,78100.0,2024-03-28,700.0
C100862,Nida Malik,M,Karachi ,Salaried - Private,Sindh,1982-05-01,84400.0,23/02/2025,516.0
C101620,Tariq Raza,F,Faisalabad,Salaried - Private,Punjab,1989-06-12,,2025-07-30,773.0
C102468,Tariq Gul,F,Peshawar,Freelancer,Khyber Pakhtunkhwa,1978-09-16,282400.0,08/09/2023,645.0
C100563,Sadia Hussain,F,LHR,Salaried - Private,Punjab,1974-04-28,229900.0,2025-03-07,608.0
C104661,Fahad Gul,F,Faisalabad,Salaried - Private,Punjab,2000-03-27,85200.0,2022-10-15,486.0
C107860,Tariq Durrani,F,peshawar,Retired,Khyber Pakhtunkhwa,1992-01-24,55000.0,2023-10-31,740.0
C104608,Nida Shaikh,M,Hyderabad,Salaried - Private,Sindh,1977-05-03,68100.0,2024-09-07,611.0
C105339,Usman Durrani,M,Sialkot,Salaried - Private,Punjab,1983-06-04,101200.0,2024-12-16,602.0
C104426,Rabia Ansari,M,LHR,Salaried - Private,Punjab,1985-08-18,105100.0,2024-08-27,749.0
C100593,Ahmed Abbasi,Female,Karachi,Salaried - Private,Sindh,1979-01-29,,06/02/2024,589.0
C105863,Nida Qureshi,M,Karachi,Salaried - Private,Sindh,1984-10-19,135600.0,16/08/2023,446.0
C107488,Hina Chaudhry,M,Rawalpindi,Self Employed,Punjab,1991-05-22,148200.0,20/06/2025,572.0
C101027,Ahmed Iqbal,Female,Karachi,Self Employed,Sindh,1991-03-23,137600.0,01/11/2022,745.0
C102573,Ayesha Malik,M,Karachi ,Student,Sindh,1987-01-18,23400.0,28/07/2024,709.0
C107239,Shahid Khan,M,Multan,Retired,Punjab,1981-09-11,52300.0,2024-08-17,630.0
C106743,Rabia Malik,M,Sialkot,Self Employed,Punjab,1998-07-24,57100.0,03/07/2025,784.0
C107343,Sana Qureshi,F,Multan,Freelancer,Punjab,1996-12-10,82900.0,10/03/2024,613.0
C111533,Adnan Durrani,F,Karachi,Self Employed,Sindh,1986-09-02,120900.0,2023-12-18,674.0
C110351,Maryam Abbasi,M,Rawalpindi,Salaried - Private,Punjab,1996-04-10,97600.0,05/06/2025,490.0
C104415,Sana Chaudhry,Female,Lahore ,Salaried - Private,Punjab,1994-06-01,73400.0,08/01/2024,773.0
C106686,Ayesha Shaikh,M,Lahore,Salaried - Government,Punjab,1959-07-01,234900.0,2023-11-02,738.0
C104820,Farah Qureshi,M,Lahore ,Student,Punjab,1980-03-02,20800.0,2024-01-18,387.0
C109595,Maryam Chaudhry,F,Lahore,Self Employed,Punjab,1990-09-10,112100.0,2023-07-08,571.0
C105097,Usman Butt,M,Lahore,Student,Punjab,1991-11-04,29400.0,2023-06-16,614.0
C104329,Ayesha Gul,Female,Multan,Salaried - Private,Punjab,1987-09-17,181500.0,31/12/2024,780.0
C100856,Usman Ansari,F,Rawalpindi,Student,Punjab,1982-02-15,25800.0,28/08/2023,480.0
C110788,Imran Khan,Female,Karachi,Salaried - Private,Sindh,1983-02-08,74700.0,2023-06-09,680.0
C105590,Hina Ansari,Male,Faisalabad,Self Employed,Punjab,1975-06-23,105900.0,2023-06-07,672.0
C108004,Usman Chaudhry,F,Karachi,Salaried - Private,Sindh,1980-05-24,49200.0,2023-07-27,548.0
C105279,Bilal Durrani,F,Sialkot,Business Owner,Punjab,1989-04-06,187000.0,2023-11-06,659.0
C105421,Sana Baloch,M,Karachi,Student,Sindh,2003-10-05,35600.0,2023-08-12,680.0
C109812,Hina Raza,M,Multan,Salaried - Private,Punjab,2001-12-20,57200.0,2022-11-07,674.0
C107515,Ayesha Iqbal,Female,Lahore,Student,Punjab,1993-09-23,15000.0,2024-09-29,647.0
C106158,Sadia Khan,F,Peshawar,Salaried - Private,Khyber Pakhtunkhwa,1997-07-22,64900.0,2024-04-20,592.0
C100478,Adnan Chaudhry,M,Karachi,Freelancer,Sindh,1984-01-24,130000.0,2025-01-24,505.0
C109439,Sadia Iqbal,Female,Dera Ismail Khan,Self Employed,Khyber Pakhtunkhwa,1982-09-15,238500.0,22/05/2022,693.0
C102685,Komal Butt,M,Lahore,Salaried - Private,Punjab,1988-12-31,96700.0,31/03/2022,646.0
C111280,Fahad Gul,Male,Hyderabad,Retired,Sindh,1988-03-04,65500.0,2025-06-05,648.0
C105096,Ahmed Durrani,M,Lahore ,Self Employed,Punjab,1970-09-29,115300.0,2022-02-10,596.0
C101881,Nida Baloch,F,Sialkot,Salaried - Private,Punjab,1981-07-05,80000.0,2024-09-12,625.0
C100467,Nida Khan,F,Islamabad,Student,Islamabad,1992-11-15,16600.0,13/06/2023,692.0
C108208,Bilal Iqbal,M,KARACHI,Self Employed,Sindh,2003-11-21,136700.0,2023-05-03,658.0
C108449,Usman Iqbal,M,Karachi,Student,Sindh,1983-04-30,27900.0,2022-05-24,720.0
C106893,Tariq Khan,F,Rawalpindi,Business Owner,Punjab,1981-03-13,132200.0,14/07/2024,687.0
C101746,Rabia Chaudhry,M,PESHAWAR,Student,Khyber Pakhtunkhwa,1990-06-27,16500.0,2024-09-24,769.0
C107816,Usman Baloch,F,Faisalabad,Salaried - Private,Punjab,1986-08-10,161800.0,2024-02-17,721.0
C111811,Zara Baloch,M,Quetta,Self Employed,Balochistan,1995-04-07,143400.0,2024-03-13,737.0
C111207,Ayesha Gul,F,Multan,Self Employed,Punjab,1959-06-15,166300.0,2025-08-15,
C102925,Fahad Durrani,M,Karachi,Business Owner,Sindh,1986-01-19,200100.0,02/04/2023,514.0
C107295,Tariq Ansari,F,Karachi,Salaried - Private,Sindh,1988-05-10,218400.0,04/06/2022,533.0
C111281,Kamran Iqbal,M,Islamabad,Salaried - Government,Islamabad,1998-06-21,86700.0,23/12/2024,708.0
C106861,Rabia Durrani,F,Peshawar,Salaried - Private,Khyber Pakhtunkhwa,2007-03-27,62400.0,2025-11-09,827.0
C111985,Noman Qureshi,M,Islamabad,Salaried - Private,Islamabad,1970-06-02,113100.0,2023-06-30,654.0
C107530,Noman Hussain,Female,Rawalpindi,Student,Punjab,1991-01-07,19100.0,02/12/2024,769.0
C100235,Fahad Ansari,Female,Faisalabad,Salaried - Private,Punjab,1975-06-17,98900.0,2022-03-05,605.0
C104878,Imran Ansari,M,Karachi,Salaried - Private,Sindh,2002-10-11,100400.0,15/06/2025,710.0
C111024,Fahad Butt,M,Multan,Salaried - Private,Punjab,1981-01-07,100400.0,21/05/2025,667.0
C101130,Shahid Hussain,F,Islamabad,Retired,Islamabad,2006-07-11,,2024-09-22,566.0
C106544,Ayesha Iqbal,M,Islamabad,Salaried - Private,Islamabad,1980-08-10,91900.0,2022-09-22,688.0
