account_id,customer_id,account_type,branch_id,open_date,current_balance_pkr,status,balance_flagged_negative
A510270,C106567,Savings,BR1002,2023-01-08,211807.96,ACTIVE,False
A510271,C106567,Current,BR1008,2022-12-22,218540.64,ACTIVE,False
A510272,C106568,Savings,BR1018,2022-05-12,471224.0,ACTIVE,False
A510273,C106568,Current,BR1019,2022-11-16,212359.31,ACTIVE,False
A510274,C106569,Savings,BR1009,2025-05-01,186807.8,ACTIVE,False
A510275,C106570,Savings,BR1033,2022-07-08,449485.14,ACTIVE,False
A510276,C106570,Savings,BR1035,2023-01-19,117301.69,ACTIVE,False
A510277,C106571,Term Deposit,BR1036,2023-08-03,2067332.47,ACTIVE,False
A510278,C106572,Savings,BR1001,2023-12-02,204879.92,DORMANT,False
A510279,C106573,Savings,BR1023,2025-03-16,98314.71,ACTIVE,False
A510280,C106573,Savings,BR1015,2025-08-18,221656.21,DORMANT,False
A510281,C106574,Savings,BR1036,2023-12-26,335405.04,ACTIVE,False
A510282,C106575,Term Deposit,BR1031,2026-12-13,677394.83,CLOSED,False
A510283,C106576,Term Deposit,BR1032,2024-02-17,2871519.33,DORMANT,False
A510284,C106576,Savings,BR1017,2023-10-02,90181.71,ACTIVE,False
A510285,C106577,Savings,BR1031,2023-03-31,471726.74,ACTIVE,False
A510286,C106578,Current,BR1011,2026-05-30,1094936.45,ACTIVE,False
A510287,C106579,Current,BR1004,2025-07-04,572486.45,ACTIVE,False
A510288,C106579,Savings,BR1001,2026-04-16,313225.33,ACTIVE,False
A510289,C106580,Term Deposit,BR1028,2025-04-21,1765733.23,ACTIVE,False
A510290,C106581,Term Deposit,BR1015,2024-10-10,2837155.24,ACTIVE,False
A510291,C106582,Term Deposit,BR1007,2024-09-18,783786.52,ACTIVE,False
A510292,C106582,Current,BR1008,2024-07-25,558380.59,ACTIVE,False
A510293,C106583,Current,BR1036,2023-06-08,5160626.19,ACTIVE,False
A510294,C106583,Savings,BR1019,2024-02-25,31970.35,ACTIVE,False
A510295,C106583,Term Deposit,BR1014,2023-11-15,1588724.31,DORMANT,False
A510296,C106584,Current,BR1025,2023-03-03,1603212.09,ACTIVE,False
A510297,C106585,Savings,BR1003,2022-10-27,1350438.7,ACTIVE,False
A510298,C106586,Current,BR1004,2024-09-04,424801.84,ACTIVE,False
A510299,C106587,Term Deposit,BR1006,2023-05-25,202732.88,ACTIVE,False
A510300,C106588,Savings,BR1032,2026-02-17,147319.29,CLOSED,False
A510301,C106588,Savings,BR1033,2026-08-11,519985.8,ACTIVE,False
A510302,C106588,Savings,BR1011,2026-09-09,332799.97,ACTIVE,False
A510303,C106589,Current,BR1020,2022-10-12,582309.76,ACTIVE,False
A510304,C106590,Savings,BR1006,2024-08-20,164469.92,ACTIVE,False
A510305,C106590,Current,BR1033,2024-09-21,329881.55,ACTIVE,False
A510306,C106591,Savings,BR1010,2025-02-04,355460.35,DORMANT,False
A510307,C106592,Current,BR1030,2024-06-30,365093.48,ACTIVE,False
A510308,C106593,Current,BR1032,2025-01-17,218752.35,ACTIVE,False
A510309,C106594,Savings,BR1016,2022-10-18,287774.78,DORMANT,False
A510310,C106595,Current,BR1002,2025-03-01,1160317.77,DORMANT,False
A510311,C106595,Term Deposit,BR1002,2024-09-06,831972.19,ACTIVE,False
A510312,C106596,Term Deposit,BR1005,2023-08-07,2270730.15,ACTIVE,False
A510313,C106597,Savings,BR1007,2023-04-18,260094.25,DORMANT,False
A510314,C106598,Term Deposit,BR1022,2024-08-07,799202.17,ACTIVE,False
A510315,C106599,Savings,BR1004,2026-02-18,273539.75,ACTIVE,False
A510316,C106600,Savings,BR1001,2025-07-19,502109.58,ACTIVE,False
A510317,C106600,Current,BR1020,2025-11-11,351099.11,ACTIVE,False
A510318,C106600,Savings,BR1021,2026-03-11,57548.27,ACTIVE,False
A510319,C106601,Current,BR1033,2025-12-16,205509.33,DORMANT,False
A510320,C106601,Savings,BR1022,2025-07-30,625752.78,ACTIVE,False
A510321,C106602,Savings,BR1032,2025-01-28,218814.54,CLOSED,False
A510322,C106602,Savings,BR1033,2025-09-18,36211.86,ACTIVE,False
A510323,C106603,Term Deposit,BR1030,2024-02-17,3123819.92,ACTIVE,False
A510324,C106604,Savings,BR1004,2025-04-17,163299.68,ACTIVE,False
A510325,C106604,Savings,BR1001,2026-01-06,84557.19,ACTIVE,False
A510326,C106605,Current,BR1027,2025-08-25,370752.66,ACTIVE,False
A510327,C106606,Savings,BR1003,2025-03-10,302817.92,CLOSED,False
A510328,C106607,Savings,BR1007,2022-12-09,91248.64,ACTIVE,False
A510329,C106608,Current,BR1008,2024-09-22,779159.29,ACTIVE,False
A510330,C106608,Savings,BR1025,2025-01-19,321672.85,ACTIVE,False
A510331,C106608,Savings,BR1018,2025-02-25,287971.97,ACTIVE,False
A510332,C106609,Current,BR1036,2025-08-30,515165.88,ACTIVE,False
A510333,C106610,Savings,BR1034,2024-04-25,244551.16,ACTIVE,False
A510334,C106611,Savings,BR1023,2022-12-04,184551.13,ACTIVE,False
A510335,C106612,Term Deposit,BR1006,2023-10-20,7014982.81,ACTIVE,False
A510336,C106613,Current,BR1032,2025-03-07,136057.57,ACTIVE,False
A510337,C106614,Savings,BR1021,2025-11-05,237030.8,ACTIVE,False
A510338,C106615,Current,BR1016,2025-05-15,839956.44,ACTIVE,False
A510339,C106615,Savings,BR1023,2025-01-15,372689.36,ACTIVE,False
A510340,C106616,Savings,BR1005,2024-05-08,977142.07,ACTIVE,False
A510341,C106616,Savings,BR1004,2024-06-12,60905.89,ACTIVE,False
A510342,C106617,Savings,BR1030,2025-01-03,3551318.8,ACTIVE,False
A510343,C106617,Current,BR1031,2024-01-24,661283.97,ACTIVE,False
A510344,C106618,Savings,BR1011,2024-08-02,359016.11,ACTIVE,False
A510345,C106619,Savings,BR1001,2026-03-12,113217.17,ACTIVE,False
A510346,C106620,Savings,BR1018,2026-02-19,216720.03,ACTIVE,False
A510347,C106620,Current,BR1012,2026-04-25,931730.56,ACTIVE,False
A510348,C106620,Savings,BR1015,2026-07-04,262481.47,ACTIVE,False
A510349,C106621,Savings,BR1025,2023-10-04,573005.47,DORMANT,False
A510350,C106622,Savings,BR1021,2024-02-15,392369.72,ACTIVE,False
A510351,C106623,Savings,BR1005,2023-06-11,121932.01,ACTIVE,False
A510352,C106624,Savings,BR1027,2023-12-23,116622.12,ACTIVE,False
A510353,C106624,Savings,BR1013,2024-05-09,71078.8,ACTIVE,False
A510354,C106625,Savings,BR1012,2023-02-27,48469.71,ACTIVE,False
A510355,C106626,Savings,BR1029,2023-02-18,227040.84,ACTIVE,False
A510356,C106627,Term Deposit,BR1002,2023-07-25,1793084.65,CLOSED,False
A510357,C106627,Savings,BR1014,2024-02-15,28523.07,ACTIVE,False
A510358,C106628,Savings,BR1021,2023-08-10,286037.71,ACTIVE,False
A510359,C106628,Savings,BR1027,2024-02-08,721055.66,DORMANT,False
A510360,C106629,Current,BR1009,2025-02-12,486871.78,ACTIVE,False
A510361,C106630,Savings,BR1002,2025-11-10,423115.6,ACTIVE,False
A510362,C106631,Savings,BR1022,2023-10-19,371867.6,ACTIVE,False
A510363,C106632,Current,BR1005,2023-05-11,393189.01,ACTIVE,False
A510364,C106632,Term Deposit,BR1023,2024-01-03,639265.26,ACTIVE,False
A510365,C106633,Current,BR1026,2023-10-22,329832.94,ACTIVE,False
A510366,C106633,Current,BR1027,2023-12-18,794602.0,ACTIVE,False
A510367,C106634,Savings,BR1025,2025-12-21,185261.64,ACTIVE,False
A510368,C106635,Current,BR1019,2024-03-05,1462855.05,ACTIVE,False
A510369,C106635,Current,BR1017,2024-04-03,583638.94,ACTIVE,False
A510370,C106636,Savings,BR1004,2025-01-01,48684.62,ACTIVE,False
A510371,C106636,Savings,BR1022,2024-06-17,,ACTIVE,True
A510372,C106637,Term Deposit,BR1007,2024-03-02,189519.17,ACTIVE,False
A510373,C106638,Savings,BR1013,2025-03-20,395430.43,DORMANT,False
A510374,C106639,Current,BR1030,2024-06-01,209037.01,ACTIVE,False
A510375,C106640,Savings,BR1032,2026-05-10,557034.47,ACTIVE,False
A510376,C106640,Savings,BR1001,2026-11-04,53589.2,ACTIVE,False
A510377,C106641,Current,BR1024,2023-04-07,238774.54,ACTIVE,False
A510378,C106642,Current,BR1010,2024-04-19,1825063.96,ACTIVE,False
A510379,C106643,Savings,BR1036,2025-06-05,215397.32,ACTIVE,False
A510380,C106644,Savings,BR1009,2024-02-02,502824.9,DORMANT,False
A510381,C106645,Current,BR1023,2024-03-01,837037.55,ACTIVE,False
A510382,C106646,Savings,BR1035,2025-03-13,61714.06,ACTIVE,False
A510383,C106646,Savings,BR1009,2025-06-16,619064.93,ACTIVE,False
A510384,C106646,Savings,BR1003,2024-09-09,47633.39,ACTIVE,False
A510385,C106647,Savings,BR1004,2026-02-14,339447.81,ACTIVE,False
A510386,C106647,Term Deposit,BR1024,2025-09-03,280429.11,ACTIVE,False
A510387,C106648,Current,BR1014,2024-06-21,252470.61,ACTIVE,False
A510388,C106649,Current,BR1018,2025-04-25,1383202.13,ACTIVE,False
A510389,C106649,Savings,BR1012,2025-10-17,273406.23,ACTIVE,False
A510390,C106650,Current,BR1028,2024-06-07,78064.4,ACTIVE,False
A510391,C106650,Savings,BR1017,2024-05-23,292456.04,ACTIVE,False
A510392,C106651,Term Deposit,BR1014,2024-03-07,614790.03,ACTIVE,False
A510393,C106651,Savings,BR1021,2024-09-22,155226.91,DORMANT,False
A510394,C106652,Term Deposit,BR1024,2026-03-14,1859753.53,ACTIVE,False
A510395,C106652,Savings,BR1033,2026-05-18,831559.1,ACTIVE,False
A510396,C106653,Savings,BR1007,2024-07-09,50100.35,CLOSED,False
A510397,C106654,Savings,BR1014,2025-10-10,108686.78,DORMANT,False
A510398,C106655,Savings,BR1021,2023-06-10,179383.7,DORMANT,False
A510399,C106656,Current,BR1018,2024-06-07,212757.11,CLOSED,False
A510400,C106657,Current,BR1011,2023-04-16,3687140.52,ACTIVE,False
A510401,C106658,Savings,BR1030,2023-07-24,90661.35,ACTIVE,False
A510402,C106658,Savings,BR1035,2022-10-20,433342.01,ACTIVE,False
A510403,C106659,Current,BR1031,2023-04-18,613061.77,ACTIVE,False
A510404,C106660,Savings,BR1035,2022-11-25,69891.62,ACTIVE,False
A510405,C106661,Term Deposit,BR1024,2025-05-17,954265.26,CLOSED,False
A510406,C106662,Savings,BR1029,2023-12-09,230988.3,ACTIVE,False
A510407,C106663,Savings,BR1008,2025-03-03,749641.07,ACTIVE,False
A510408,C106663,Savings,BR1016,2024-08-24,559540.27,ACTIVE,False
A510409,C106664,Savings,BR1035,2026-02-04,142304.88,ACTIVE,False
A510410,C106665,Current,BR1031,2025-11-18,296955.92,ACTIVE,False
A510411,C106666,Savings,BR1028,2023-05-12,125860.42,ACTIVE,False
A510412,C106667,Current,BR1021,2025-05-17,1219118.81,ACTIVE,False
A510413,C106668,Savings,BR1011,2026-09-24,88920.37,ACTIVE,False
A510414,C106669,Current,BR1010,2025-01-28,567469.73,ACTIVE,False
A510415,C106670,Savings,BR1007,2025-07-26,82913.15,ACTIVE,False
A510416,C106670,Savings,BR1025,2024-11-21,132369.06,ACTIVE,False
A510417,C106671,Current,BR1033,2025-05-02,132643.25,DORMANT,False
A510418,C106672,Savings,BR1029,2024-08-06,63362.8,CLOSED,False
A510419,C106673,Current,BR1032,2025-06-10,700322.71,ACTIVE,False
A510420,C106674,Savings,BR1020,2025-11-07,448882.13,DORMANT,False
A510421,C106674,Savings,BR1019,2026-02-17,24941.4,ACTIVE,False
A510422,C106675,Current,BR1010,2025-03-23,1628912.16,ACTIVE,False
A510423,C106675,Current,BR1004,2024-07-01,463074.69,ACTIVE,False
A510424,C106676,Savings,BR1010,2023-05-23,55200.57,CLOSED,False
A510425,C106677,Savings,BR1035,2025-11-02,252553.84,ACTIVE,False
A510426,C106677,Savings,BR1008,2025-12-27,70709.97,ACTIVE,False
A510427,C106677,Term Deposit,BR1029,2025-07-24,778370.8,CLOSED,False
A510428,C106678,Savings,BR1013,2022-03-25,466115.68,ACTIVE,False
A510429,C106679,Savings,BR1030,2024-10-13,135416.85,ACTIVE,False
A510430,C106680,Savings,BR1024,2023-05-23,67860.87,ACTIVE,False
A510431,C106680,Savings,BR1021,2023-03-14,614834.5,ACTIVE,False
A510432,C106681,Savings,BR1005,2022-07-15,16976.68,ACTIVE,False
A510433,C106682,Savings,BR1033,2025-05-07,91756.92,CLOSED,False
A510434,C106683,Current,BR1026,2025-10-21,318771.3,ACTIVE,False
A510435,C106683,Current,BR1007,2026-03-18,455982.31,ACTIVE,False
A510436,C106684,Savings,BR1035,2024-06-18,70231.76,ACTIVE,False
A510437,C106685,Savings,BR1015,2023-02-23,131804.27,ACTIVE,False
A510438,C106686,Current,BR1024,2024-01-13,180146.39,ACTIVE,False
A510439,C106686,Current,BR1013,2024-03-25,89785.15,ACTIVE,False
A510440,C106687,Current,BR1012,2024-09-24,696623.15,ACTIVE,False
A510441,C106688,Current,BR1003,2025-11-16,984004.54,ACTIVE,False
A510442,C106688,Savings,BR1022,2025-11-05,1353181.26,ACTIVE,False
A510443,C106689,Savings,BR1027,2025-09-29,163197.24,ACTIVE,False
A510444,C106690,Savings,BR1034,2023-12-23,87501.79,ACTIVE,False
A510445,C106691,Term Deposit,BR1035,2025-02-01,860170.94,DORMANT,False
A510446,C106691,Savings,BR1012,2025-02-27,63701.45,ACTIVE,False
A510447,C106692,Savings,BR1016,2024-10-14,407385.2,ACTIVE,False
A510448,C106693,Savings,BR1035,2026-02-24,134508.13,CLOSED,False
A510449,C106693,Current,BR1013,2026-05-25,318491.9,ACTIVE,False
A510450,C106694,Savings,BR1027,2025-08-03,497518.83,DORMANT,False
A510451,C106695,Savings,BR1024,2025-09-12,954680.48,ACTIVE,False
A510452,C106696,Savings,BR1036,2024-10-22,1302357.5,ACTIVE,False
A510453,C106696,Savings,BR1017,2024-11-03,223403.01,ACTIVE,False
A510454,C106697,Savings,BR1032,2024-07-10,161629.35,ACTIVE,False
A510455,C106698,Savings,BR1021,2025-08-01,478054.53,ACTIVE,False
A510456,C106699,Savings,BR1011,2024-06-23,416567.98,ACTIVE,False
A510457,C106700,Savings,BR1016,2025-07-13,277572.7,ACTIVE,False
A510458,C106701,Savings,BR1021,2022-04-23,534743.3,ACTIVE,False
A510459,C106701,Savings,BR1015,2022-08-12,56749.84,ACTIVE,False
A510460,C106702,Savings,BR1033,2023-11-14,128057.93,ACTIVE,False
A510461,C106703,Savings,BR1027,2025-04-15,703640.09,CLOSED,False
A510462,C106703,Current,BR1025,2025-10-26,110454.75,DORMANT,False
A510463,C106704,Savings,BR1010,2026-08-25,783968.54,ACTIVE,False
A510464,C106705,Current,BR1024,2023-08-13,154291.72,ACTIVE,False
A510465,C106706,Current,BR1011,2022-11-20,115068.51,ACTIVE,False
A510466,C106706,Savings,BR1032,2022-10-07,213890.66,ACTIVE,False
A510467,C106706,Savings,BR1009,2023-01-08,1066982.82,DORMANT,False
A510468,C106707,Savings,BR1024,2024-06-04,101399.33,ACTIVE,False
A510469,C106708,Savings,BR1033,2023-10-01,75896.02,CLOSED,False
A510470,C106708,Savings,BR1020,2023-12-01,94422.74,ACTIVE,False
A510471,C106708,Savings,BR1016,2023-11-18,1759590.08,ACTIVE,False
A510472,C106709,Term Deposit,BR1027,2025-12-24,321469.03,ACTIVE,False
A510473,C106710,Savings,BR1035,2023-08-09,240321.6,ACTIVE,False
A510474,C106711,Savings,BR1032,2026-04-29,293359.6,ACTIVE,False
A510475,C106711,Current,BR1005,2025-09-10,228667.93,ACTIVE,False
A510476,C106712,Savings,BR1033,2026-09-29,245330.19,ACTIVE,False
A510477,C106713,Savings,BR1005,2022-10-13,168158.35,ACTIVE,False
A510478,C106714,Savings,BR1033,2024-05-20,200599.46,ACTIVE,False
A510479,C106715,Current,BR1001,2023-12-06,780994.54,ACTIVE,False
A510480,C106716,Savings,BR1008,2024-02-21,115072.47,ACTIVE,False
A510481,C106716,Savings,BR1008,2024-03-28,160201.34,ACTIVE,False
A510482,C106716,Current,BR1021,2024-03-06,1081662.27,ACTIVE,False
A510483,C106717,Term Deposit,BR1009,2023-12-10,1681390.14,ACTIVE,False
A510484,C106717,Savings,BR1024,2024-05-13,652268.42,ACTIVE,False
A510485,C106718,Current,BR1015,2023-08-07,124891.65,ACTIVE,False
A510486,C106718,Current,BR1020,2023-08-04,,ACTIVE,True
A510487,C106719,Current,BR1011,2023-05-27,1243069.31,ACTIVE,False
A510488,C106720,Savings,BR1025,2022-05-25,334342.3,ACTIVE,False
A510489,C106720,Savings,BR1019,2022-09-09,199386.04,ACTIVE,False
A510490,C106720,Savings,BR1019,2022-10-16,387100.0,ACTIVE,False
A510491,C106721,Savings,BR1019,2023-04-13,267845.91,ACTIVE,False
A510492,C106721,Current,BR1036,2022-12-22,761060.79,ACTIVE,False
A510493,C106722,Current,BR1007,2022-10-09,316530.4,ACTIVE,False
A510494,C106723,Savings,BR1031,2024-02-17,60464.07,ACTIVE,False
A510495,C106724,Current,BR1030,2022-10-04,933322.67,ACTIVE,False
A510496,C106725,Savings,BR1007,2023-09-28,190921.82,ACTIVE,False
A510497,C106726,Savings,BR1021,2024-05-20,106908.73,ACTIVE,False
A510498,C106727,Savings,BR1029,2024-07-20,257663.52,ACTIVE,False
A510499,C106728,Savings,BR1012,2023-02-27,136358.42,ACTIVE,False
A510500,C106729,Current,BR1001,2024-02-19,227673.27,DORMANT,False
A510501,C106730,Savings,BR1027,2026-07-14,208858.96,CLOSED,False
A510502,C106731,Savings,BR1021,2026-02-04,490272.53,CLOSED,False
A510503,C106732,Savings,BR1006,2023-11-30,282557.43,ACTIVE,False
A510504,C106732,Savings,BR1035,2023-12-13,66344.65,ACTIVE,False
A510505,C106733,Current,BR1017,2025-07-18,910614.13,ACTIVE,False
A510506,C106733,Savings,BR1023,2025-07-14,131529.38,DORMANT,False
A510507,C106734,Term Deposit,BR1017,2026-03-03,374158.13,DORMANT,False
A510508,C106735,Savings,BR1002,2024-08-20,132916.59,ACTIVE,False
A510509,C106736,Savings,BR1009,2025-12-05,517946.37,ACTIVE,False
A510510,C106737,Savings,BR1029,2023-10-07,33465.67,ACTIVE,False
A510511,C106738,Current,BR1025,2023-01-25,182449.64,ACTIVE,False
A510512,C106738,Savings,BR1016,2023-10-05,48108.44,ACTIVE,False
A510513,C106739,Current,BR1002,2024-04-07,341400.12,CLOSED,False
A510514,C106740,Savings,BR1020,2023-01-17,76324.19,ACTIVE,False
A510515,C106741,Term Deposit,BR1009,2024-05-13,770710.35,ACTIVE,False
A510516,C106742,Savings,BR1009,2025-09-26,497435.74,ACTIVE,False
A510517,C106742,Savings,BR1030,2025-03-27,52187.23,ACTIVE,False
A510518,C106742,Term Deposit,BR1020,2025-05-23,219969.5,ACTIVE,False
A510519,C106743,Savings,BR1014,2025-11-22,175638.08,ACTIVE,False
A510520,C106744,Current,BR1019,2025-10-13,1222448.01,ACTIVE,False
A510521,C106745,Savings,BR1021,2024-02-24,642316.68,ACTIVE,False
A510522,C106746,Term Deposit,BR1033,2024-06-21,1518440.02,DORMANT,False
A510523,C106747,Savings,BR1033,2022-09-26,156009.48,ACTIVE,False
A510524,C106747,Current,BR1031,2022-05-19,897487.04,ACTIVE,False
A510525,C106748,Savings,BR1013,2024-03-06,217561.04,DORMANT,False
A510526,C106749,Savings,BR1011,2024-01-11,504610.8,ACTIVE,False
A510527,C106749,Savings,BR1016,2023-12-18,145894.59,ACTIVE,False
A510528,C106750,Savings,BR1003,2022-08-06,80256.12,ACTIVE,False
A510529,C106750,Savings,BR1009,2022-09-16,20685.48,ACTIVE,False
A510530,C106751,Savings,BR1021,2022-04-13,47694.78,ACTIVE,False
A510531,C106751,Savings,BR1021,2022-12-25,41504.4,ACTIVE,False
A510532,C106752,Savings,BR1033,2026-02-15,145018.59,ACTIVE,False
A510533,C106752,Savings,BR1018,2026-01-21,99850.36,ACTIVE,False
A510534,C106752,Current,BR1030,2025-09-30,734945.44,ACTIVE,False
A510535,C106753,Savings,BR1035,2023-02-17,190126.13,ACTIVE,False
A510536,C106754,Savings,BR1009,2023-10-20,887468.06,ACTIVE,False
A510537,C106755,Current,BR1004,2024-11-04,537415.98,ACTIVE,False
A510538,C106755,Current,BR1022,2025-06-07,470729.96,ACTIVE,False
A510539,C106756,Term Deposit,BR1017,2022-10-24,874442.66,ACTIVE,False
A510540,C106756,Current,BR1027,2023-03-25,573869.67,CLOSED,False
A510541,C106757,Savings,BR1036,2024-09-20,356044.14,ACTIVE,False
A510542,C106758,Current,BR1006,2022-11-28,215339.17,ACTIVE,False
A510543,C106759,Current,BR1024,2023-06-11,144602.91,ACTIVE,False
A510544,C106759,Savings,BR1002,2023-11-04,45806.68,ACTIVE,False
A510545,C106760,Savings,BR1001,2025-06-18,64294.68,ACTIVE,False
A510546,C106761,Savings,BR1026,2025-10-23,81297.54,ACTIVE,False
A510547,C106761,Savings,BR1001,2025-08-23,222945.1,ACTIVE,False
A510548,C106761,Current,BR1026,2026-02-10,195972.05,ACTIVE,False
A510549,C106762,Savings,BR1017,2024-05-01,41694.51,ACTIVE,False
A510550,C106763,Savings,BR1005,2025-02-22,184428.14,ACTIVE,False
A510551,C106764,Term Deposit,BR1010,2026-02-11,1949035.65,ACTIVE,False
A510552,C106765,Current,BR1001,2025-12-06,852611.92,ACTIVE,False
A510553,C106766,Savings,BR1004,2023-02-15,165924.54,ACTIVE,False
A510554,C106767,Savings,BR1023,2023-02-01,275102.61,ACTIVE,False
A510555,C106767,Savings,BR1012,2022-08-07,271661.9,ACTIVE,False
A510556,C106768,Savings,BR1035,2025-07-16,88840.75,ACTIVE,False
A510557,C106769,Savings,BR1009,2024-05-23,160759.25,ACTIVE,False
A510558,C106770,Savings,BR1005,2025-08-27,86387.34,DORMANT,False
A510559,C106770,Current,BR1010,2025-08-26,406438.03,ACTIVE,False
A510560,C106771,Term Deposit,BR1030,2024-10-18,4014278.78,ACTIVE,False
A510561,C106772,Current,BR1032,2025-11-30,401992.04,ACTIVE,False
A510562,C106773,Savings,BR1026,2025-05-31,783361.8,ACTIVE,False
A510563,C106773,Savings,BR1015,2025-07-27,198685.96,ACTIVE,False
A510564,C106774,Savings,BR1011,2022-11-12,145277.11,ACTIVE,False
A510565,C106775,Current,BR1035,2026-01-28,787921.7,ACTIVE,False
A510566,C106775,Savings,BR1023,2025-10-01,186106.86,DORMANT,False
A510567,C106776,Current,BR1025,2024-06-30,548025.67,ACTIVE,False
A510568,C106776,Current,BR1007,2024-06-09,324242.19,ACTIVE,False
A510569,C106777,Savings,BR1016,2022-06-06,59357.98,ACTIVE,False
A510570,C106777,Savings,BR1016,2023-02-22,95993.83,CLOSED,False
A510571,C106778,Savings,BR1014,2026-01-11,163287.42,ACTIVE,False
A510572,C106779,Savings,BR1008,2023-08-06,676857.36,ACTIVE,False
A510573,C106780,Term Deposit,BR1008,2025-07-13,174130.99,ACTIVE,False
A510574,C106781,Savings,BR1019,2023-07-08,427732.42,ACTIVE,False
A510575,C106781,Savings,BR1028,2024-01-02,165131.96,ACTIVE,False
A510576,C106782,Current,BR1005,2026-02-22,74832.95,ACTIVE,False
A510577,C106783,Current,BR1025,2023-03-20,1062163.17,ACTIVE,False
A510578,C106784,Savings,BR1034,2025-12-31,27777.81,DORMANT,False
A510579,C106785,Current,BR1025,2024-06-15,176465.23,ACTIVE,False
A510580,C106785,Current,BR1019,2025-01-10,211901.04,ACTIVE,False
A510581,C106785,Savings,BR1032,2024-05-21,138183.33,ACTIVE,False
A510582,C106786,Savings,BR1020,2022-12-05,36964.84,ACTIVE,False
A510583,C106786,Savings,BR1021,2023-02-22,65631.76,DORMANT,False
A510584,C106787,Savings,BR1028,2024-04-15,59310.44,ACTIVE,False
A510585,C106787,Savings,BR1002,2024-08-05,96185.72,DORMANT,False
A510586,C106788,Savings,BR1027,2023-05-18,346701.0,ACTIVE,False
A510587,C106789,Savings,BR1017,2024-06-15,531263.27,ACTIVE,False
A510588,C106790,Term Deposit,BR1005,2025-06-14,913309.77,ACTIVE,False
A510589,C106791,Current,BR1029,2022-07-10,,ACTIVE,True
A510590,C106792,Current,BR1001,2025-08-01,431920.48,ACTIVE,False
A510591,C106793,Current,BR1002,2026-03-26,168481.48,CLOSED,False
A510592,C106794,Savings,BR1021,2022-11-24,243279.49,ACTIVE,False
A510593,C106794,Savings,BR1032,2022-10-23,597284.72,ACTIVE,False
A510594,C106795,Current,BR1016,2025-11-14,589413.68,DORMANT,False
A510595,C106796,Savings,BR1013,2025-11-11,188324.7,ACTIVE,False
A510596,C106796,Current,BR1004,2025-12-10,558334.2,DORMANT,False
A510597,C106797,Current,BR1017,2025-04-15,419925.56,ACTIVE,False
A510598,C106798,Savings,BR1034,2023-12-18,837997.05,ACTIVE,False
A510599,C106798,Term Deposit,BR1016,2023-10-19,2096495.57,ACTIVE,False
A510600,C106799,Current,BR1002,2022-11-18,102724.65,ACTIVE,False
A510601,C106800,Savings,BR1022,2026-04-14,241370.31,ACTIVE,False
A510602,C106800,Current,BR1021,2025-12-26,164690.38,ACTIVE,False
A510603,C106801,Savings,BR1032,2025-11-14,113924.47,ACTIVE,False
A510604,C106802,Savings,BR1022,2022-12-09,409913.13,ACTIVE,False
A510605,C106803,Savings,BR1017,2023-08-21,400101.85,ACTIVE,False
A510606,C106804,Savings,BR1033,2025-06-16,1298707.75,ACTIVE,False
A510607,C106804,Savings,BR1027,2024-12-31,36942.24,ACTIVE,False
A510608,C106805,Current,BR1014,2024-10-08,127749.85,ACTIVE,False
A510609,C106806,Savings,BR1009,2026-10-30,448956.99,CLOSED,False
A510610,C106807,Savings,BR1025,2025-04-27,566636.54,ACTIVE,False
A510611,C106807,Savings,BR1036,2025-03-09,36853.97,ACTIVE,False
A510612,C106807,Savings,BR1028,2025-04-03,370788.52,ACTIVE,False
A510613,C106808,Current,BR1024,2024-07-22,700850.64,ACTIVE,False
A510614,C106809,Current,BR1028,2024-04-25,1130457.41,ACTIVE,False
A510615,C106810,Term Deposit,BR1031,2022-09-01,1356284.75,ACTIVE,False
A510616,C106811,Savings,BR1021,2023-06-11,210888.7,ACTIVE,False
A510617,C106811,Savings,BR1020,2023-12-14,131619.62,ACTIVE,False
A510618,C106812,Savings,BR1033,2022-06-11,223649.68,CLOSED,False
A510619,C106813,Term Deposit,BR1008,2026-06-30,375271.71,ACTIVE,False
A510620,C106814,Savings,BR1031,2025-03-07,189839.28,CLOSED,False
A510621,C106815,Savings,BR1008,2024-06-06,460998.88,DORMANT,False
A510622,C106816,Savings,BR1010,2025-06-05,76480.17,ACTIVE,False
A510623,C106817,Savings,BR1008,2025-02-21,66872.58,ACTIVE,False
A510624,C106818,Savings,BR1003,2025-07-03,51059.5,ACTIVE,False
A510625,C106819,Current,BR1027,2022-09-28,1104287.21,ACTIVE,False
A510626,C106819,Savings,BR1002,2022-12-20,48425.35,ACTIVE,False
A510627,C106820,Term Deposit,BR1031,2024-12-26,320798.36,DORMANT,False
A510628,C106820,Savings,BR1003,2024-09-10,154503.99,ACTIVE,False
A510629,C106821,Term Deposit,BR1034,2022-07-27,5109657.71,ACTIVE,False
A510630,C106822,Savings,BR1026,2024-03-18,184159.0,DORMANT,False
A510631,C106822,Savings,BR1014,2023-03-19,364566.52,ACTIVE,False
A510632,C106823,Savings,BR1034,2023-12-21,72700.69,ACTIVE,False
A510633,C106824,Savings,BR1029,2022-06-18,162313.47,ACTIVE,False
A510634,C106825,Savings,BR1034,2026-06-27,171736.86,ACTIVE,False
A510635,C106825,Savings,BR1001,2026-01-12,230959.84,ACTIVE,False
A510636,C106826,Current,BR1006,2025-06-07,666382.77,ACTIVE,False
